"JobId","ComboKey","EAName","EAFilePath","Symbol","Timeframe","SplitName","SplitKind","FromDate","ToDate","Deposit","ParamsJson"
"4537","2756956B97B68744E428B5557E60901B179CF02D","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":100,""Lots"":0.01,""StopLoss"":100}"
"4538","CC06C9BE464C543764C00D1DCE2C521C3C09410B","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":200,""Lots"":0.01,""StopLoss"":100}"
"4539","623E482F0846719CDDBB5A36A17F3F5162B0BFD3","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":300,""Lots"":0.01,""StopLoss"":100}"
"4540","4A35B770A96E61F64E4C3EEB07293506C774BF1C","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":100,""Lots"":0.01,""StopLoss"":200}"
"4541","DF7FC72B72C5BEAD28FCFE96E434BE2699777AF0","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":200,""Lots"":0.01,""StopLoss"":200}"
"4542","552F7EC6EA6397786F29FDA6D06E60E76DB37AD9","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":300,""Lots"":0.01,""StopLoss"":200}"
"4543","0B71D8812BBCF7614C2463CE0AE90716ABA00E04","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":100,""Lots"":0.02,""StopLoss"":100}"
"4544","7F682FD064BEB41F34B5C365DB650CEB86ED3FB2","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":200,""Lots"":0.02,""StopLoss"":100}"
"4545","4B09F721301C94138B433BCAE16DB262CFF20700","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":300,""Lots"":0.02,""StopLoss"":100}"
"4546","714C9F4065F6DC85909618693D8FB42747606A4D","CC V2.5.2.1","C:\Users\jaque\Documents\TRADING ECOSYSTEM\experts\imported\1B8F1999BB6DD66DB2E8726E16123521\ CHEMICAL X\CC V2.5.2.1.ex4","EURUSD","M15","train_2021_2022","train","2021.01.01","2022.12.31","1000","{""TakeProfit"":100,""Lots"":0.02,""StopLoss"":200}"
